AlBert-BiGRU-selfattentin-CRF
322.327392578125
153.55325317382812
143.6673126220703
184.1155242919922
47.543182373046875
89.6065444946289
55.88486099243164
127.29888916015625
48.069766998291016
54.62019348144531
25.974763870239258
52.384769439697266
49.01329803466797
38.41375732421875
16.911209106445312
37.81596755981445
20.835796356201172
122.14261627197266
80.25978088378906
129.02999877929688
266.72100830078125
142.79949951171875
151.14508056640625
190.90428161621094
79.31289672851562
224.8209686279297
44.09097671508789
44.916481018066406
37.15615463256836
40.89051818847656
40.18318176269531
56.408470153808594
40.257083892822266
65.14924621582031
34.85757064819336
623.0376586914062
149.7784423828125
67.86505889892578
86.1010971069336
70.6642837524414
47.409576416015625
142.87728881835938
201.5116424560547
485.280517578125
234.33473205566406
60.39717483520508
80.7079849243164
131.36614990234375
105.830322265625
41.567657470703125
92.10073852539062
92.39891815185547
54.729949951171875
36.63006591796875
36.068851470947266
38.456138610839844
43.504417419433594
27.12891387939453
71.07825469970703
48.422325134277344
33.012691497802734
42.701866149902344
35.01456069946289
24.125410079956055
35.420352935791016
33.089508056640625
28.988861083984375
24.16930389404297
26.0576171875
428.6357421875
80.32485961914062
162.41375732421875
80.3473892211914
92.57279968261719
241.16552734375
74.46089172363281
243.0636444091797
263.1063232421875
107.52426147460938
81.11173248291016
98.00537872314453
89.70481872558594
50.43724060058594
77.15370178222656
64.5411148071289
70.92444610595703
123.06221008300781
163.3374786376953
134.75616455078125
124.38761901855469
60.61082458496094
58.225135803222656
37.992881774902344
49.6811637878418
69.5884017944336
57.629920959472656
31.60541534423828
100.40605926513672
387.7207336425781
57.401241302490234
