AlBert-BiGRU-CRF
39.5476188659668
30.7384090423584
22.498523712158203
14.518016815185547
9.804030418395996
5.804698467254639
3.8683102130889893
5.207077980041504
4.9179863929748535
5.9313225746154785
5.059351921081543
4.068972110748291
4.044571399688721
3.9563052654266357
3.288830041885376
4.41472053527832
7.918010234832764
3.306504726409912
4.355161666870117
4.427597999572754
4.664768695831299
4.688335418701172
5.013495922088623
3.3992435932159424
5.851678371429443
4.488607406616211
4.405514240264893
2.860288143157959
4.253758430480957
5.6419878005981445
4.1295647621154785
2.5530357360839844
4.258187294006348
3.3742482662200928
3.4458677768707275
3.461779832839966
3.664241075515747
4.561902046203613
4.924020290374756
2.5949978828430176
2.687098741531372
3.245387077331543
3.4732508659362793
3.48409366607666
3.3398754596710205
4.379127025604248
6.417705059051514
3.932107448577881
4.159139633178711
3.7584896087646484
4.864140033721924
4.764312267303467
6.009060382843018
3.0192573070526123
4.622486591339111
5.189703941345215
4.011040210723877
4.013893127441406
6.200380325317383
3.7818422317504883
4.136440753936768
3.148003101348877
3.8875551223754883
3.1114535331726074
2.8579049110412598
7.025276184082031
4.093379497528076
3.6867287158966064
3.1175379753112793
4.4808831214904785
3.528294324874878
6.355005264282227
6.474937438964844
4.520440578460693
3.9240846633911133
3.5479578971862793
3.466318368911743
3.6207752227783203
4.313417434692383
3.3981940746307373
3.6440398693084717
3.3969876766204834
5.275004863739014
4.709840774536133
3.747241735458374
4.358925819396973
4.308666229248047
3.8290281295776367
4.153469085693359
3.9937069416046143
3.15069842338562
3.216301441192627
3.809042453765869
4.20255184173584
5.303009510040283
3.275292158126831
3.324859619140625
5.7485785484313965
2.8139491081237793
4.014936923980713
